gene,seqnames,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,logFC,AveExpr,t,P.Value,adj.P.Val,isSignificant
CRIP2,14,105472962,105480170,7209,+,ENSG00000182809,CRIP2,protein_coding,chromosome,cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361],ENSG00000182809.10,-2.253641848598144,0.5658516366076621,-4.367737470642301,2.786556327712038e-5,0.004256240068295645,TRUE
ADAM12,10,126012381,126388455,376075,-,ENSG00000148848,ADAM12,protein_coding,chromosome,ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190],ENSG00000148848.14,-2.1104131908149473,-0.18482912543422675,-4.354688650520616,2.9127958506581818e-5,0.004401730325382922,TRUE
H2AC13,6,27808199,27808701,503,+,ENSG00000196747,H2AC13,protein_coding,chromosome,H2A clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:4725],ENSG00000196747.4,3.2711509845010514,-0.6288726144235686,4.348369302244477,2.9759161606951787e-5,0.004449777796071054,TRUE
IGLV1-51,22,22322472,22322969,498,+,ENSG00000211644,IGLV1-51,IG_V_gene,chromosome,immunoglobulin lambda variable 1-51 [Source:HGNC Symbol;Acc:HGNC:5882],ENSG00000211644.3,3.4182412251591257,6.231411267248553,4.333235287075103,3.1325340963473285e-5,0.004635171545688938,TRUE
NSG1,4,4348140,4419058,70919,+,ENSG00000168824,NSG1,protein_coding,chromosome,neuronal vesicle trafficking associated 1 [Source:HGNC Symbol;Acc:HGNC:18790],ENSG00000168824.14,-2.1599740047353286,2.406460627107354,-4.3166820101238335,3.3130053887576235e-5,0.0048516743863197985,TRUE
IGLV3-25,22,22686726,22687271,546,+,ENSG00000211659,IGLV3-25,IG_V_gene,chromosome,immunoglobulin lambda variable 3-25 [Source:HGNC Symbol;Acc:HGNC:5908],ENSG00000211659.2,4.07970367734298,6.345268391202882,4.309218690616661,3.397767511360013e-5,0.004925029336619285,TRUE
BIRC5,17,78214186,78225636,11451,+,ENSG00000089685,BIRC5,protein_coding,chromosome,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],ENSG00000089685.15,2.8990832589454327,3.077237472468824,4.3027528460924165,3.4726671567834464e-5,0.0049599973284935265,TRUE
WNT10B,12,48965340,48971735,6396,-,ENSG00000169884,WNT10B,protein_coding,chromosome,Wnt family member 10B [Source:HGNC Symbol;Acc:HGNC:12775],ENSG00000169884.14,-1.7778047591563442,-0.1579134696736899,-4.300183891205037,3.5029189521942295e-5,0.0049599973284935265,TRUE
H1-12P,6,26195554,26196633,1080,+,ENSG00000216331,H1-12P,unprocessed_pseudogene,chromosome,"H1.12 linker histone, cluster member pseudogene [Source:HGNC Symbol;Acc:HGNC:19163]",ENSG00000216331.2,2.7692826869847265,0.251647678953127,4.298184264535291,3.526643647855306e-5,0.0049599973284935265,TRUE
E2F8,11,19224063,19241620,17558,-,ENSG00000129173,E2F8,protein_coding,chromosome,E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727],ENSG00000129173.13,2.9014630692625243,2.1216739260486364,4.291416743470092,3.608101056222919e-5,0.005024811323886917,TRUE
PTGDR2,11,60850933,60855950,5018,-,ENSG00000183134,PTGDR2,protein_coding,chromosome,prostaglandin D2 receptor 2 [Source:HGNC Symbol;Acc:HGNC:4502],ENSG00000183134.5,-2.783535186950992,1.486399139188793,-4.276183879747936,3.798193584109276e-5,0.005195214451762888,TRUE
KIF20A,5,138178719,138187723,9005,+,ENSG00000112984,KIF20A,protein_coding,chromosome,kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787],ENSG00000112984.12,2.9329554459695673,2.125306548174584,4.275761066614156,3.803606497594793e-5,0.005195214451762888,TRUE
FOXM1,12,2857681,2877155,19475,-,ENSG00000111206,FOXM1,protein_coding,chromosome,forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818],ENSG00000111206.12,2.6034154905328935,3.577127735157868,4.2656254958232225,3.935622476781162e-5,0.005311600205272263,TRUE
ID3,1,23557926,23559501,1576,-,ENSG00000117318,ID3,protein_coding,chromosome,"inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]",ENSG00000117318.9,-1.8720081314378696,1.8953194252723793,-4.263519828019956,3.963601701927912e-5,0.005311600205272263,TRUE
APBA1,9,69427532,69672371,244840,-,ENSG00000107282,APBA1,protein_coding,chromosome,amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578],ENSG00000107282.8,-2.027189254376702,-1.0960410836681078,-4.251022154267727,4.133682818865908e-5,0.005487753686167311,TRUE
IGKV3-20,2,89142574,89143160,587,-,ENSG00000239951,IGKV3-20,IG_V_gene,chromosome,immunoglobulin kappa variable 3-20 [Source:HGNC Symbol;Acc:HGNC:5817],ENSG00000239951.1,2.719317990206112,7.496034012852361,4.2340253612794605,4.3763999880741234e-5,0.005756181650980826,TRUE
HMMR,5,163460203,163491941,31739,+,ENSG00000072571,HMMR,protein_coding,chromosome,hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012],ENSG00000072571.20,2.45071484219951,2.7902781359599467,4.21712265766813,4.63146091645974e-5,0.006014421793006299,TRUE
TPX2,20,31739271,31801805,62535,+,ENSG00000088325,TPX2,protein_coding,chromosome,TPX2 microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249],ENSG00000088325.16,2.433094772130186,4.226977077276162,4.215453347747861,4.6574191990897076e-5,0.006014421793006299,TRUE
IGLV1-40,22,22409766,22410282,517,+,ENSG00000211653,IGLV1-40,IG_V_gene,chromosome,immunoglobulin lambda variable 1-40 [Source:HGNC Symbol;Acc:HGNC:5877],ENSG00000211653.2,3.1250136821216796,5.902547560161517,4.207365967699953,4.7851935831168424e-5,0.006079731820427952,TRUE
DTL,1,212035553,212107400,71848,+,ENSG00000143476,DTL,protein_coding,chromosome,denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288],ENSG00000143476.18,2.510156704202398,3.2887079122250533,4.2062656955267625,4.802835017779957e-5,0.006079731820427952,TRUE
CDC20,1,43358981,43363203,4223,+,ENSG00000117399,CDC20,protein_coding,chromosome,cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723],ENSG00000117399.14,3.0347044040867512,3.343492408587666,4.204183815196358,4.8363934931950615e-5,0.006079731820427952,TRUE
BUB1B,15,40161009,40221136,60128,+,LRG_489,BUB1B,LRG_gene,chromosome,BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149],LRG_489.1,2.633406585285628,2.943877936367572,4.200641718601231,4.894009575021294e-5,0.00609819350992785,TRUE
IGHG3,14,105764503,105771405,6903,-,ENSG00000211897,IGHG3,IG_C_gene,chromosome,immunoglobulin heavy constant gamma 3 (G3m marker) [Source:HGNC Symbol;Acc:HGNC:5527],ENSG00000211897.9,3.586402811058573,7.181070328432446,4.185378714163757,5.1500250199578156e-5,0.006361400470304415,TRUE
GCNT4,5,75025346,75052558,27213,-,ENSG00000176928,GCNT4,protein_coding,chromosome,glucosaminyl (N-acetyl) transferase 4 [Source:HGNC Symbol;Acc:HGNC:17973],ENSG00000176928.7,-2.2825281971048423,2.4496681420303648,-4.180929438273955,5.2270183333646156e-5,0.006400844433227962,TRUE
PLXDC1,17,39063313,39154394,91082,-,ENSG00000161381,PLXDC1,protein_coding,chromosome,plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945],ENSG00000161381.14,-1.9521943735671157,1.8218144742777977,-4.176887338664305,5.2979668842567135e-5,0.006432275178706548,TRUE
IGKV3-15,2,89085177,89085787,611,-,ENSG00000244437,IGKV3-15,IG_V_gene,chromosome,immunoglobulin kappa variable 3-15 [Source:HGNC Symbol;Acc:HGNC:5816],ENSG00000244437.1,2.816088863560359,6.372181998848064,4.160969970518987,5.586537479949372e-5,0.006677484143686059,TRUE
RPS3A,4,151099624,151104642,5019,+,ENSG00000145425,RPS3A,protein_coding,chromosome,ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421],ENSG00000145425.10,-1.821532407979447,8.611506974265492,-4.157990102458753,5.642226656587794e-5,0.006677484143686059,TRUE
CDC45,22,19479457,19520612,41156,+,ENSG00000093009,CDC45,protein_coding,chromosome,cell division cycle 45 [Source:HGNC Symbol;Acc:HGNC:1739],ENSG00000093009.10,2.7543169319498797,2.037158521863145,4.155583798421427,5.687589260545738e-5,0.006677484143686059,TRUE
NELL2,12,44508275,44921848,413574,-,ENSG00000184613,NELL2,protein_coding,chromosome,neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751],ENSG00000184613.10,-2.6570979285444194,4.283355485123699,-4.155563882529259,5.687966078043035e-5,0.006677484143686059,TRUE
IGKC,2,88857161,88857683,523,-,ENSG00000211592,IGKC,IG_C_gene,chromosome,immunoglobulin kappa constant [Source:HGNC Symbol;Acc:HGNC:5716],ENSG00000211592.8,2.4505103804385726,11.223561412253675,4.146612788795476,5.859840087074175e-5,0.006822871183351529,TRUE
EXO1,1,241847967,241895148,47182,+,ENSG00000174371,EXO1,protein_coding,chromosome,exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511],ENSG00000174371.17,2.5767605433326426,1.901330486564441,4.143436582014772,5.9220285505318896e-5,0.006839220777260609,TRUE
APOBR,16,28494643,28498970,4328,+,ENSG00000184730,APOBR,protein_coding,chromosome,apolipoprotein B receptor [Source:HGNC Symbol;Acc:HGNC:24087],ENSG00000184730.11,1.831556905260209,8.0710789342356275,4.136415193422521,6.061779884303406e-5,0.0069100879714232176,TRUE
SIGLEC8,19,51450847,51458456,7610,-,ENSG00000105366,SIGLEC8,protein_coding,chromosome,sialic acid binding Ig like lectin 8 [Source:HGNC Symbol;Acc:HGNC:10877],ENSG00000105366.15,-2.77275695325103,0.29339326703941254,-4.1354775394940475,6.080682833001775e-5,0.0069100879714232176,TRUE
TYMS,18,657604,673499,15896,+,LRG_783,TYMS,LRG_gene,chromosome,thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441],LRG_783.1,2.443941120266458,4.520931661684196,4.129436992062833,6.203832878482804e-5,0.006994083018956208,TRUE
TRAV12-1,14,21841240,21841774,535,+,ENSG00000211785,TRAV12-1,TR_V_gene,chromosome,T cell receptor alpha variable 12-1 [Source:HGNC Symbol;Acc:HGNC:12105],ENSG00000211785.1,-1.9682776651175171,0.4402828792355392,-4.117616821402688,6.451836180327093e-5,0.007211816287023398,TRUE
JCHAIN,4,70655541,70681817,26277,-,ENSG00000132465,JCHAIN,protein_coding,chromosome,joining chain of multimeric IgA and IgM [Source:HGNC Symbol;Acc:HGNC:5713],ENSG00000132465.11,2.4757713871330322,9.422916672748194,4.115441833150425,6.498503940436431e-5,0.007211816287023398,TRUE
TMC5,16,19410496,19499113,88618,+,ENSG00000103534,TMC5,protein_coding,chromosome,transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999],ENSG00000103534.17,-2.2023683836688157,2.0659911858411966,-4.098223543335131,6.879656349783e-5,0.007575621585168025,TRUE
IGHV4-59,14,106627249,106627825,577,-,ENSG00000224373,IGHV4-59,IG_V_gene,chromosome,immunoglobulin heavy variable 4-59 [Source:HGNC Symbol;Acc:HGNC:5654],ENSG00000224373.3,3.125215009928953,5.590102901223718,4.089708524768904,7.076059773037394e-5,0.0077319560827689374,TRUE
POLQ,3,121431427,121546641,115215,-,ENSG00000051341,POLQ,protein_coding,chromosome,DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186],ENSG00000051341.14,2.5288387308789013,2.2251617763194025,4.081444330617533,7.27184675137552e-5,0.007885235351396127,TRUE
PLK1,16,23677656,23690367,12712,+,ENSG00000166851,PLK1,protein_coding,chromosome,polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077],ENSG00000166851.15,2.5311799220009243,3.4052485633504257,4.071612535720162,7.511606688035973e-5,0.008083513106329621,TRUE
HLF,17,55264960,55325187,60228,+,ENSG00000108924,HLF,protein_coding,chromosome,"HLF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:4977]",ENSG00000108924.14,-1.9430178917584742,-0.838073499224616,-4.06348156662636,7.715647579059116e-5,0.008240659688762012,TRUE
HBA1,16,176680,177522,843,+,ENSG00000206172,HBA1,protein_coding,chromosome,hemoglobin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4823],ENSG00000206172.8,-3.5188513097844396,4.956678808914445,-4.055691248472283,7.916224564196197e-5,0.0083897020470759,TRUE
KNL1,15,40594020,40664342,70323,+,ENSG00000137812,KNL1,protein_coding,chromosome,kinetochore scaffold 1 [Source:HGNC Symbol;Acc:HGNC:24054],ENSG00000137812.19,2.1200789411978622,3.1731917720169864,4.053342741672866,7.977588269205678e-5,0.0083897020470759,TRUE
RPL21P16,10,120354701,120355183,483,-,ENSG00000220842,RPL21P16,processed_pseudogene,chromosome,ribosomal protein L21 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:31396],ENSG00000220842.6,-1.6939690593384382,8.301764545251393,-4.050116565531777,8.062725528463219e-5,0.0083897020470759,TRUE
H4C4,6,26188765,26189076,312,-,ENSG00000277157,H4C4,protein_coding,chromosome,H4 clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4782],ENSG00000277157.1,2.7007086051123803,-0.7229747905952182,4.049035858423198,8.091440904254826e-5,0.0083897020470759,TRUE
E2F7,12,77021248,77065569,44322,-,ENSG00000165891,E2F7,protein_coding,chromosome,E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820],ENSG00000165891.16,2.7652029429316904,1.1747158143680592,4.029069757915814,8.640076971816517e-5,0.008893644448163306,TRUE
AC034236.1,5,116051917,116052289,373,-,ENSG00000185641,AC034236.1,processed_pseudogene,chromosome,ribosomal protein S25 (RPS25) pseudogene,ENSG00000185641.6,-1.7125139088958292,5.3352104830228235,-4.025734852411559,8.735149215196173e-5,0.008926819755529615,TRUE
IFITM3,11,319676,327537,7862,-,ENSG00000142089,IFITM3,protein_coding,chromosome,interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414],ENSG00000142089.16,2.4489828594357235,9.203269147253916,4.021356391557659,8.861507113807386e-5,0.00899126489654528,TRUE
LMNB1,5,126776623,126837020,60398,+,ENSG00000113368,LMNB1,protein_coding,chromosome,lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637],ENSG00000113368.12,1.5969814381258507,7.780208609462693,4.010363119062869,9.186589691619171e-5,0.009255000465918463,TRUE
TTC25,17,41930617,41966503,35887,+,ENSG00000204815,TTC25,protein_coding,chromosome,tetratricopeptide repeat domain 25 [Source:HGNC Symbol;Acc:HGNC:25280],ENSG00000204815.10,-3.0326335107576323,-2.1909685615241687,-3.9829829316334133,1.0047084385668092e-4,0.010050622091437693,TRUE
CCNB2,15,59105126,59125045,19920,+,ENSG00000157456,CCNB2,protein_coding,chromosome,cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580],ENSG00000157456.8,2.4405473423986255,3.00454918127163,3.974684091168467,1.032290154477554e-4,0.010254322828219338,TRUE
AK5,1,77282019,77559966,277948,+,ENSG00000154027,AK5,protein_coding,chromosome,adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365],ENSG00000154027.19,-2.046652459334582,1.6759234435202122,-3.963736466477238,1.0697953196172011e-4,0.010551024229232193,TRUE
ADGRE4P,19,6952500,6997872,45373,-,ENSG00000268758,ADGRE4P,transcribed_unprocessed_pseudogene,chromosome,"adhesion G protein-coupled receptor E4, pseudogene [Source:HGNC Symbol;Acc:HGNC:19240]",ENSG00000268758.7,-2.595255967750731,1.3489428384785247,-3.9616718892999034,1.0770140888691783e-4,0.010551024229232193,TRUE
CCNA2,4,121816444,121823933,7490,-,ENSG00000145386,CCNA2,protein_coding,chromosome,cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578],ENSG00000145386.10,2.1805700278180113,3.6297239257804277,3.955671722083034,1.0982611662997349e-4,0.010685479361155983,TRUE
CKAP4,12,106237881,106304279,66399,-,ENSG00000136026,CKAP4,protein_coding,chromosome,cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991],ENSG00000136026.14,1.8524405845032126,7.681041194829589,3.9504241508937077,1.1171740517839492e-4,0.010724705530608324,TRUE
DYNC2H1,11,103109410,103479863,370454,+,ENSG00000187240,DYNC2H1,protein_coding,chromosome,dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962],ENSG00000187240.16,-2.1482111060914675,-0.4596530535412443,-3.9503639698713804,1.1173927620767561e-4,0.010724705530608324,TRUE
DEPDC1,1,68474152,68497221,23070,-,ENSG00000024526,DEPDC1,protein_coding,chromosome,DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949],ENSG00000024526.17,2.685444556348655,1.3257538931919366,3.9458013787842803,1.1340949364322872e-4,0.010811958773168215,TRUE
CLIC5,6,45880827,46080348,199522,-,ENSG00000112782,CLIC5,protein_coding,chromosome,chloride intracellular channel 5 [Source:HGNC Symbol;Acc:HGNC:13517],ENSG00000112782.19,-1.8184363278225844,1.2427027632122627,-3.927550256831839,1.2033448609529511e-4,0.011342549838746779,TRUE
ORC1,1,52372829,52404423,31595,-,ENSG00000085840,ORC1,protein_coding,chromosome,origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487],ENSG00000085840.13,2.3050478730041073,2.649946856755597,3.9269424336968815,1.2057198350234168e-4,0.011342549838746779,TRUE
PFN2,3,149964904,150050788,85885,-,ENSG00000070087,PFN2,protein_coding,chromosome,profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882],ENSG00000070087.14,-1.8371173491893793,0.5776349193329775,-3.9201394325764856,1.2326115262886866e-4,0.011369985788169206,TRUE
ARHGAP23,17,38419280,38512385,93106,+,ENSG00000275832,ARHGAP23,protein_coding,chromosome,Rho GTPase activating protein 23 [Source:HGNC Symbol;Acc:HGNC:29293],ENSG00000275832.5,2.1063588366795094,0.7024951925346221,3.919618647768238,1.2346937851075802e-4,0.011369985788169206,TRUE
LY6G6C,6,31718648,31721746,3099,-,ENSG00000204421,LY6G6C,protein_coding,chromosome,lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936],ENSG00000204421.3,3.2627419068861667,-0.4284433936156773,3.91884834304447,1.237784270086857e-4,0.011369985788169206,TRUE
IGLV1-47,22,22357739,22358260,522,+,ENSG00000211648,IGLV1-47,IG_V_gene,chromosome,immunoglobulin lambda variable 1-47 [Source:HGNC Symbol;Acc:HGNC:5880],ENSG00000211648.2,3.078887333790661,5.875564660281455,3.9181331817570433,1.240653148304278e-4,0.011369985788169206,TRUE
E2F2,1,23506438,23531233,24796,-,ENSG00000007968,E2F2,protein_coding,chromosome,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114],ENSG00000007968.7,1.9614960006787432,5.374057121199545,3.909405016925797,1.2762225262620008e-4,0.011620987811251102,TRUE
H2BC5,6,26158146,26171349,13204,+,ENSG00000158373,H2BC5,protein_coding,chromosome,H2B clustered histone 5 [Source:HGNC Symbol;Acc:HGNC:4747],ENSG00000158373.8,2.7270955203410625,4.248102109597915,3.8889036485967376,1.3636784187976675e-4,0.01233824964268845,TRUE
CKAP2L,2,112736349,112764664,28316,-,ENSG00000169607,CKAP2L,protein_coding,chromosome,cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877],ENSG00000169607.13,2.389163676522469,1.9863810979576884,3.882373390440745,1.3927270058198716e-4,0.012521320960551441,TRUE
IGHV1-18,14,106184901,106185394,494,-,ENSG00000211945,IGHV1-18,IG_V_gene,chromosome,immunoglobulin heavy variable 1-18 [Source:HGNC Symbol;Acc:HGNC:5549],ENSG00000211945.2,3.844735059214843,5.590804582309789,3.8676159615773176,1.4606705418324477e-4,0.013049575501088,TRUE
NT5E,6,85449584,85495791,46208,+,ENSG00000135318,NT5E,protein_coding,chromosome,5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021],ENSG00000135318.12,-2.0453464262882397,2.400558696669523,-3.852206278382894,1.534827533453276e-4,0.013626390695439868,TRUE
WNT7A,3,13816258,13880071,63814,-,ENSG00000154764,WNT7A,protein_coding,chromosome,Wnt family member 7A [Source:HGNC Symbol;Acc:HGNC:12786],ENSG00000154764.6,-2.073274062403046,-0.5936404574626833,-3.848420270266339,1.5536167739610087e-4,0.0137075318472771,TRUE
IGHM,14,105851705,105856218,4514,-,ENSG00000211899,IGHM,IG_C_gene,chromosome,immunoglobulin heavy constant mu [Source:HGNC Symbol;Acc:HGNC:5541],ENSG00000211899.10,2.398967033143972,10.640403330341705,3.8304670992570125,1.6457669058890135e-4,0.014353687788762174,TRUE
ELL2,5,95885098,95961851,76754,-,ENSG00000118985,ELL2,protein_coding,chromosome,elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064],ENSG00000118985.16,2.004891569933349,6.126191505610713,3.8302217937278953,1.6470616751624318e-4,0.014353687788762174,TRUE
BCL6,3,187721377,187745725,24349,-,ENSG00000113916,BCL6,protein_coding,chromosome,BCL6 transcription repressor [Source:HGNC Symbol;Acc:HGNC:1001],ENSG00000113916.18,2.0445539834445805,9.509030052947436,3.824427833021183,1.6779295584154193e-4,0.014533530108104285,TRUE
DIAPH3,13,59665583,60163928,498346,-,ENSG00000139734,DIAPH3,protein_coding,chromosome,diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480],ENSG00000139734.19,2.565027869629813,1.3458029819288926,3.8195183108843778,1.7045199369197556e-4,0.014642368282552474,TRUE
IFI27,14,94104836,94116698,11863,+,ENSG00000165949,IFI27,protein_coding,chromosome,interferon alpha inducible protein 27 [Source:HGNC Symbol;Acc:HGNC:5397],ENSG00000165949.12,4.980335278023514,6.014877711405345,3.818697062177582,1.7111109714211268e-4,0.014642368282552474,TRUE
